URL link,Website,Title,Date,Article
https://news.google.com/rss/articles/CBMidWh0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvZXhlY3V0aXZlcy9zYW10cmFkZS1meC1hZGRzLXNneC1zaWFzLXZldC1yaWNoYXJkLWR5YXNvbi1hcy1jaGllZi1zdHJhdGVneS1vZmZpY2VyL9IBAA?oc=5,FX News Group,Samtrade FX adds SGX/SIAS vet Richard Dyason as Chief Strategy Officer,6/28/2021,"Singapore based Retail FX and CFDs broker Samtrade FX has announced that it has hired financial industry veteran Richard Dyason, who has been appointed as the company’s new Chief Strategy Officer (CSO). Richard Dyason brings 30 years of management experience in the financial services sector to his new role. Prior to joining  Samtrade he was the General Manager of the Securities Investors Association of Singapore (SIAS) for more than 10 years,  after serving as Vice President of the Private Investors division at the Singapore Exchange (SGX). He also worked previously as Vice President and Head of the Strategic Marketing Division at the United Overseas Bank, Singapore. Sam Goh, Founder and Chief Executive Officer of Samtrade FX, said: “Richard joins us at an exciting time! Earlier this year, the Group achieved a new milestone and its affiliate, S.A.M. Trade (Asia) Pte Ltd became publicly traded on the U.S. OTC Markets, under the symbol (OTCMKTS:SMFX). We look forward to Richard’s strategic insights as the Group further advances with its growth plans while becoming the choice online trading broker globally.” As the group’s new CSO, Richard Dyason will be leading the strategy team to formulate and implement the group’s overall international strategy and direction, as well as working with the executive team to create policies and strategies for the various entities under Samtrade FX. Additionally, he will also be providing strategic inputs on Samtrade FX’s risk management framework, growth of Samtrade FX’s Assets Under Management (AUM), regulatory approvals for Samtrade FX’s products, as well as new product and market development. On accepting his new role, Mr. Dyason stated that: “I am glad to be embarking on this new journey with Samtrade FX. The Group has continued to enhance its trading platform to improve its client experience and its recent accomplishments have allowed it to expand its presence across the globe. I look forward to working with the team to continue shaping Samtrade FX to realize its vision of becoming a global financial powerhouse.” Samtrade FX is based in and is run (mainly) from Singapore, but operates as an offshore broker domiciled in Saint Vincent and the Grenadines. The company is controlled by Singapore based entrepreneur Sam Goh."
https://news.google.com/rss/articles/CBMic2h0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcmV0YWlsLWZvcmV4L25hZ2EtZ3JvdXAtc2hhcmVzLXR1bWJsZS00LWFmdGVyLXBvc3RpbmctMjAyMC1yZXN1bHRzLTIwMjEtb3V0bG9vay_SAQA?oc=5,FX News Group,"NAGA Group shares tumble 4% after posting 2020 results, 2021 outlook",6/29/2021,"Shares of social trading focused Retail FX and CFDs broker NAGA Group AG (FRA:N4G) fell by 4% on Tuesday, after the company released its results for 2020 and a somewhat less-than-thrilling outlook for 2021. First to the numbers… NAGA Group, which operates the CySEC-licensed NAGA.com site, stated that in 2020 the company brought in a total output (their word for Revenues) of EUR 26.3 million (previous year: EUR 8.4 million), NAGA achieved the turnaround in the record year 2020 with platform trading revenues of EUR 24.3 million (previous year: EUR 5.6 million), a group EBITDA of EUR 6.6 million (previous year: EUR -9.2 million) and a consolidated annual net profit of EUR 2.0 million (previous year: EUR -13.4 million loss). While 2020 was much improved over 2019 at NAGA – and NAGA’s share price responded by rising more than 600% in calendar 2020 – the company stated that the Management Board confirms the group sales forecast issued at the beginning of the year of an increase to EUR 50 million to EUR 52 million, and a group EBITDA of EUR 13 million to EUR 15 million. After an already-reported Q1-2021 at NAGA with Revenue at USD 13.7 million and EBITDA of USD 3.7 million, it seems as though the stay-the-course forecast somewhat disappointed the market, which was expecting continued growth. (Q1 was reported before full-year 2020 results as the full-year results need to be audited, which took more time this year due mainly to COVID related issues, more on that below). The company added that management’s strategy to market NAGA globally through increased investments in marketing and sales and the focus on customer support and platform quality has led to significant growth. As of December 31, 2020, the number of customers increased by 72% to 43,646. The number of active users more than doubled, while the number of transactions rose by 117% to over 6.3 million and the trading volume tripled to EUR 120 billion. Another highlight is the strong increase in transactions resulted primarily from copy trading. More than 1.7 million trades were copied at NAGA in 2020, which corresponds to a growth of more than 142%. In 2021, NAGA said that it is accelerating its investments specifically in marketing, sales and geographic expansion in order to increase awareness of the NAGA group of companies and their innovative products. In addition to existing branches in Cyprus, China, Thailand and Nigeria, NAGA is aiming to start business in Australia, South Africa and Vietnam this year, after licensing. In the coming quarters, NAGA said it will announce further product updates in order to further improve the platform quality and user experience, alongside the go-live of its payment app NAGA Pay. The company also informed about a delay in regard to the completion of the audit and the publication of the 2020 consolidated financial statements. The background are primarily COVID-19-related delays in the preparation and audit of the annual financial statements in Cyprus, which was classified as a high-risk area for several months during the audit period. This made it considerably more difficult to carry out the on-site visits required as part of the audit. The Management Board expects to publish the 2020 consolidated financial statements in the course of July and assures that this is purely a process-related delay and not an audit-related delay. NAGA Group shares are still up 47% on the year, but at €5.95 have fallen by 36% since hitting an all-time high of €9.30 in early February. NAGA Group AG shares, 2021 year-to-date. Source: Google Finance."
https://news.google.com/rss/articles/CBMidGh0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcmV0YWlsLWZvcmV4L2NtYy1tYXJrZXRzLXJlZ2lzdGVycy02My15LXktanVtcC1pbi1uZXQtb3BlcmF0aW5nLWluY29tZS1pbi1meTIwMjEv0gEA?oc=5,FX News Group,CMC Markets registers 63% Y/Y jump in net operating income in FY2021,6/10/2021,"UK online broker CMC Markets Plc (LON:CMCX) today posted its financial results for the full year to March 31, 2021, with income beating forecasts. Net operating income increased to £409.8 million, up £157.8 million (63%) from the result recorded in the preceding year. As guided earlier, the result was ahead of forecasts. CFD revenue per active client rose 22% to £4,560, driven by improved CFD client income retention, whereas the number of CFD active clients increased by 19,389 (34%) partially driven by increased levels of interest in the financial markets from a new wave of clients. Stockbroking net trading revenue jumped 72% to £54.8 million supported by higher client numbers (up 28%) and the increasing appeal of the international shares offering. The broker continued its investment in proprietary technology platforms to diversify the offering, with new Dynamic Trading and Spot FX offerings launched in May and June 2021 respectively, along with a native mobile app for Stockbroking in March 2021. Operating expenses increased by 22% to £184.0 million, predominantly due to higher personnel costs as a result of recruitment to support ongoing strategic initiatives, increased marketing costs to capitalise on market opportunities, and trading related variable costs. Profit before tax increased 127% to £224.0 million (2020: £98.7 million). Across regions, CMC Markets’ established markets consist of the UK, Germany and Australia, geographies where it still sees good opportunities for growth and appetite for its offering. The UK region displayed strong growth in the year, with record increase in active clients of 45% to 20,077, with the launch of Dynamic Trading in May 2021 and Spot FX in June 2021 responding directly to client requests and positioning the Group for further growth. In Germany, the Group saw a record increase in active clients, resulting in strong growth. CMC Markets’ Australian business continues to perform very well with CFD net trading revenue during the year rising to £100.3 million, which now accounts for 29% of CFD net trading revenue for the Group. The Group says it is well prepared for, and welcoming of, the ASIC measures and the company does not believe they will have a material impact on revenue in the medium term. The stockbroking business also continues to display strong growth. In terms of outlook, the Board remains confident in achieving net operating income in excess of £330 million for 2022. The Group’s significant investment in technology development, including the build of a non-leveraged trading platform for UK clients, is expected to lead to a moderate increase in operating costs in the coming financial year. CMC Markets declared a final dividend of 21.43 pence per share (total dividend of 30.63 pence per share), in line with the dividend policy. The Board remains committed to paying a total dividend of 50% of profit after tax, balancing investing in long-term success and providing shareholders with superior returns."
https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcGxhdGZvcm1zL2ZvcmV4LWZhY3Rvcnktb3BlcmF0b3ItZmFpci1lY29ub215LXVwZ3JhZGVzLWNoYXJ0aW5nL9IBAA?oc=5,FX News Group,Forex Factory operator Fair Economy upgrades charting,7/7/2021,"For most Forex traders, the Forex Factory website does not need a special introduction. It is more than a forum, it is a multi-facet app that features a calendar, a raft of news articles, information about brokers and also some useful charting features. Earlier today, Fair Economy, Inc., the operator of Forex Factory, confirmed that it (quietly) launched an upgrade to its charting. Now, members of the Forex Factory community can apply some simple drawings, and a couple new indicators. The team of Fair Economy says many more are to come later this year. Image credit: Fair Economy Inc. Let’s note that the Forex Factory Market product is powered by a sophisticated infrastructure that aggregates prices from multiple sources. The infrastructure has been developed by Fair Economy since 2009, and its price-aggregation capabilities enable Forex Factory to provide prices with exchange-like integrity, bringing a trace of centralization to an otherwise OTC market. The Market product also includes synthetic instruments that cross currencies with metals (e.g. Gold/GBP), energies (e.g. WTI/EUR), and cryptocurrencies (e.g. BTC/JPY). Forex Factory is designed for professional traders participating in the foreign exchange markets. Its mission is to connect traders — to the markets and to each other — in ways that positively influence their trading results. The ideal is that every trader comes away from every visit with fresh ideas, more knowledge, and heightened market awareness. Forex Factory is owned and operated by Fair Economy, Inc., a company dedicated to the democratization of financial information."
https://news.google.com/rss/articles/CBMib2h0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcmV0YWlsLWZvcmV4L3Rpa3Rvay1iYW5zLWZvcmV4LWNmZHMtYW5kLWNyeXB0by10cmFkaW5nLWZyb20tYnJhbmRlZC1jb250ZW50L9IBAA?oc=5,FX News Group,"TikTok bans Forex, CFDs, and crypto trading from Branded Content",7/14/2021,"Popular video sharing and social networking site TikTok has updated its creator policies around Branded Content, which now outlaws TikTok creators from posting Branded Content on “Financial Services and Products”. That definition includes (and seems to be mainly aimed at) forex trading, crypto trading, and CFD trading, alongside a longer list such as credit cards, buy now pay later services, bail bonds, and debt consolidation services. TikTok creators can still post their own content on financial services, such as views on trading forex and crypto or specific shares and indices. The ban just applies to Branded Content. TikTok defines Branded Content as content where the creator receives something of value from a third party in exchange for the post, to promote that brand’s products or service. It could be a brand endorsement, partnership or other kind of promotion for a product or service. This could include content which features or references a product or service which has been gifted by a third party, or for which the creator has been paid to post about, whether in the form of money or a gift. It also includes posts for which the creator will receive a commission from the third party if other users purchase the product or service, whether via an affiliate link or by the user using a promotional code. Branded Content also includes content for which the creator has a commercial relationship with the brand, such as a brand ambassador. Top TikTok’ers with tens of millions of followers such as Charli D’Amelio can reportedly earn upwards of USD $100,000 per Branded Content post, adding up to tens of millions of dollars a year. TikTok has seen a major uptick in Financial content over the past year, both of the branded and non-branded kind, in parallel with the global upswing in retail financial and crypto trading. Apparently TikTok was receiving an increased number of complaints regarding Branded Content scams, and took action by adding all Financial content to the Branded Content ban. Thus, forex and crypto trading joins a long list of banned Branded Content on TikTok that includes alcohol, cigarettes, dating services, weapons, food supplements and vitamins, pharmaceuticals, gambling, and political content, among other areas."
https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcmV0YWlsLWZvcmV4L3NheG8tYmFuay1jZW8tYWRkcmVzc2VzLWNsaWVudHMv0gEA?oc=5,FX News Group,Saxo Bank CEO addresses clients,7/14/2021,"Kim Fournais, Founder and CEO of multi-asset investment expert Saxo Bank has published a Letter to the clients of the company. He notes that, with the global pandemic and recovery efforts as the backdrop, the first six months of 2021 saw unprecedented market moves. Equity markets reached new all-time highs, while cryptocurrencies and speculative stocks stole the show. Now, he says, it is time to take stock amid efforts to inspire, educate and improve the Saxo experience. Below is the full letter: Dear client, What an incredible market performance in the first six months of 2021. Earlier this year, we saw unprecedented moves in global markets, both in the more speculative stocks and in cryptocurrencies. This happened amidst a global recovery from the pandemic as equity markets reached new all-time highs. I hope you as an investor had the opportunity to profit from this. We are both thankful and humbled that more people than ever before become clients with Saxo Bank. During the first half of the year, we have put strong focus on providing our clients with inspirational and educational content, a better experience when using our platform and timely, relevant and unbiased access to products so you are empowered to make informed and optimal financial decisions. I founded Saxo 29 years ago with the goal of breaking down the barriers to trading and investment for everyone. As a result, Saxo was one of the first financial institutions to develop online trading platforms that provided private investors with the same tools and market access as professional traders, large institutions, and fund managers. Our vision is to enable you to fulfill your financial aspirations and make an impact. Against the current market volatility and uncertainty, it’s more important than ever to manage your risks properly. Navigating the markets and the volatility requires a steady pair of hands. We remain committed to support you in managing your risk with timely and relevant market research, inspiration and the tools you need to navigate the markets. As we look forward, we remain fully dedicated to constantly improving our offering so you can take advantage of opportunities in the markets. Your input is very much appreciated to help us to do even better. I will be both proud and happy to prove why Saxo Bank deserves your trust. We have many exciting products and features that we look forward to sharing with you in the near future. As many of our clients take vacation in the coming months, we wish you a wonderful summer and look forward to engaging with you again soon. Regards, Kim Fournais CEO and Founder, Saxo Bank"
https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcmV0YWlsLWZvcmV4L3Rlc3QtdGhlLW1hcmtldHMtdGVtcGVyYXR1cmUtd2l0aC1hZG1pcmFscy1oZWF0LW1hcC_SAQA?oc=5,FX News Group,Test the market's temperature with Admirals' Heat Map,7/26/2021,"The following is a guest editorial courtesy of multi-asset global broker Admirals. There are some hybrid analysis tools that well-informed CFD traders should pay careful attention to; they’re are a mixture of technical and fundamental analysis. With these hybrid widgets and apps, you get the visual illustration that a technical indicator offers, combined with and supported by the fundamental reasons a trend develops. The Admirals Heat Map is a real-time, hybrid analysis tool that all traders, whatever their levels of experience or skill, should consider applying to their trading method and strategy. The widget is easy to follow and simple to activate, and it provides a snapshot of the financial instruments on the move and how much they’ve risen or fallen. When the Heat Map gets used in conjunction with the Admirals sentiment index widget, traders can obtain an excellent visual representation of market behaviour. The mapping is beneficial for day, swing and position traders who like to take a second look at all the available data and analysis before clicking the buy or sell button. The widget illustrates the top daily movers in the equities market, information that can provide you with plenty of exciting trading opportunities. Market movement always attracts interest from the trading community, both traders and investors; therefore, crowd behaviour could increase the current sentiment and the trade direction. The directional movement can gain strength with increased volatility, and this is when the Heat Map lights up with suggestions. If you’re considering trading the most popular equities, the Heat Map provides essential information to ensure you’re on the right side of the market when you make your trading decision. If all your other analysis and trade execution criteria get met, the Heat Map can serve as your final decision-maker. Key features and benefits · You can use the market radar function to track price movements. · View the most significant market movements and trends, to the upside and downside. · Remain aware of both long and short trading opportunities. · Daily trends, volatility and other vital metrics are visible on the Heat Map. All the data used in the Heat Map gets harvested in real-time from the Admirals Flagship Trade.MT4 account. Top Share Market Movers The mapping highlights the top daily movers, saving you the time needed to screen several markets simultaneously, putting you in the ideal position to plan your trading decisions. The mapping reveals the key movers over the past 24 hours and during the last trading session, enabling CFD traders to figure out the daily trend and analyse if a medium-term swing could develop. If you’re looking to trade stocks, the mapping software delivers the name of the stock using its ticker, the current price and the percentage size of the rise or fall. For example, on June 1, Microsoft (MSFT) fell by 0.92%, and the closing price was 247.32. On the same day, Johnson & Johnson (JNJ) slumped by 2.20%, and the closing price was 165.53. From a fundamental perspective, the falls were due to several reasons. The NASDAQ sold off as United States’ inflation fears still refuse to fade, and doubts surfaced concerning the efficacy of the latest JNJ one-time CV-19 vaccine and its acceptance. Don’t miss opportunities Now the problem most retail traders have is that after spending considerable time poring over the data and research to arrive at their decision, the opportunity has gone; this is where the Heat Map can help you bank those profits. You get instant notification of the rise or fall in real-time, and you can then quickly decide if there’s any momentum left in the movement. You don’t have to over-analyse or procrastinate. The data is there in real-time, proving which stocks or FX currency pairs are on the move. The Heat Map also works well in the FX market The mapping excels when used to gauge the movements of equities or FX currency pairs. Some charts reveal the most volatile pairs on the day. Forex traders know how important it is to find which pairs are trading outside their most recent ranges; the Heat Map illustrates these patterns very effectively. The mapping comes in the form of a blotter. You can quickly establish which pairs have moved outside their earlier range and how much in percentage terms. Like the software used to highlight stock moves, the most volatile currencies are shown for the latest session and over the past 24 hrs. But the FX mapping goes a stage further to illustrate 48 hr movements and the complete two-day cycle. In summary, the Heat Map provided by Admirals is another winning tool in their recently expanded box. Used in the right way, it can aid your trading decisions. It’s not a standalone feature. The full range of benefits gets unlocked if you use it as part of a comprehensive fundamental and technical analysis strategy. Used with the Admirals sentiment tool, and when combined with other technical indicators, while remaining aware of the fundamentals of a stock or FX pair, should put you in the ideal position to capitalise. https://admiralmarkets.com/analytics/market-heat-map About Admirals    Founded in 2001, Admirals is a multi-award-winning online financial broker offering competitive spreads and low commission charges. Admirals offer trading in Forex and CFDs on multiple products, including energies, stocks, bonds, ETFs, indices, and metals. Through Admirals, traders can access high-tech platforms such as MetaTrader 4 and 5 on the web, mobile, and desktop for the ultimate trading experience. The mobile platforms are enhanced for iOS and Android, and clients can also access a proprietary plug-in called MetaTrader Supreme Edition. Admirals’ clients get free access to webinars, seminars, and videos. Clients can trade from 150 countries and select from a wide range of accounts based on the software platforms clients prefer, their experience and their financial circumstances. As a regulated broker, Admirals have approval and licenses in many jurisdictions, including Financial Conduct Authority (United Kingdom), Cyprus Securities and Exchange Commission (Cyprus), Financial Supervision Authority (Estonia), Australian Securities and Investments Commission (Australia), Financial Services Authority of Seychelles (Seychelles). Clients can fund their accounts through Credit/Debit Card, Bank Wire Transfer, PayPal, Skrill, Union Pay, Neteller, AstroPay, and Trustly."
https://news.google.com/rss/articles/CBMib2h0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcGxhdGZvcm1zL3lvdXItYm91cnNlLXVwZ3JhZGVzLWNsaWVudC1hbmFseXNpcy1hbGVydHMtbW9uaXRvcmluZy1kYXNoYm9hcmRzL9IBAA?oc=5,FX News Group,"Your Bourse upgrades Client Analysis Alerts, Monitoring Dashboards",7/28/2021,"Forex broker software provider Your Bourse has announced that it continues to add new features, allowing brokers to get more control and insights that minimize risk and protect profits. The recently released features can be accessed by all Your Bourse Platform-as-a-Service clients, as Your Bourse looks to strengthen its position in the market. With Your Bourse Client Analysis, brokers can easily set up flexible alerts and receive notifications via Slack, email or SMS. To help brokers act promptly and protect profits, notifications include information about clients’ activity, such as large client orders, high number of trades per minute or, one of the most popular features, detection of unwanted scalpers. In addition, Your Bourse has enhanced its trade analytics dashboard, allowing brokers to easily monitor most active traders or top winning or losing trading accounts. All the parameters for alerts and monitoring, such as frequency or groups and client accounts to monitor, can be set up and adjusted on the go via user-friendly interface of Your Bourse Cloud Portal, along with the rest of the bridge and matching engine settings. Andrey Vedikhin, Founder and CEO/CTO Your Bourse, commented, “Over the last months, Your Bourse continued to enhance our Platform-as-a-Service, to deliver more value to brokers looking to grow profits and minimize risk through easier to manage solutions. We want to empower our clients to make immediate decisions through our business intelligence tools and we will continue to add valuable notifications and monitoring dashboards at no additional cost to our clients.” In its commitment to support the profitability of their clients, in the coming months, Your Bourse added that it will continue to add real-time data analytics and notifications that are easily customizable in just a few clicks by the user. Your Bourse Platform-as-a-Service also include multi-asset liquidity aggregation delivering bespoke execution to clients at the best prices from liquidity providers, an ultra-low latency execution matching engine in all financial instruments and the well-known MT4/MT5 bridge which are all linked through Your Bourse Data Warehouse and integrated to Liquidity Providers and MT4/MT5. Your Bourse is a London-based company founded by the former founder and owner of Alpari Group, Andrey Vedikhin. Your Bourse provides a Platform-as-a-Service solution for FX, CFD and crypto liquidity management, data analytics, reporting and risk management solutions to the retail brokerage and institutional marketplace. The flexible and competitive pricing policy and bespoke packages allow companies of all sizes and capacity to safely benefit from Your Bourse tools. Brokers also get access to liquidity from leading liquidity providers, hosting services in Equinix data centres and lightning-fast execution through MT4/MT5 bridges."
https://news.google.com/rss/articles/CBMidGh0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcmV0YWlsLWZvcmV4L3RpY2ttaWxsLWNtby1uaWNob2xhcy1iYXVtZXItb24tZngtbWFya2V0aW5nLWNyeXB0b3MtY292aWQtYW5kLW1vcmUv0gEA?oc=5,FX News Group,"Exclusive: Tickmill CMO Nicholas Baumer on FX marketing, cryptos, COVID and more",7/30/2021,"FNG Exclusive Interview… The past year was not an easy one to change jobs, especially in the ultra fast paced world of Retail FX. But that is exactly what Tickmill CMO Nicholas Baumer did, joining the fast-growing Tickmill at the end of last year. Now that Nicholas has had the better part of half a year under his belt at Tickmill, we thought that it would be a good time to catch up with him and get his views on the FX sector, and of course what is going on at Tickmill. FNG: Hi Nicholas, and thanks for joining us today. It has been the better part of six months since you joined Tickmill as CMO. How have the first few months gone, and what have you learned and observed during your time there so far? Nicholas: Thanks for having me, Gerald. The first months have been great. The Tickmill family has been very welcoming so I was able to settle in quickly. Illimar and I spoke extensively at the beginning about strategy and goals so I had a good feel for what needed to be done. It’s always very interesting to join a new company and see how things are done differently from previous experiences. Many things have stood out, but the main points that really caught my attention were the local country presence and the work done by our brokerage department to deliver the excellent trading conditions people have come to expect from the Tickmill brand. Tickmill operates globally and we have local offices and colleagues in various places. This has been a big help for marketing and it has helped establish ourselves as a trusted local trading partner for many. It helps us get that local feeling right and better understand what the trading community is like in each market. When it comes to trading, our trading conditions are second to none. We have some of the best spreads out there so it’s really just about pushing out that message and being transparent with people so they can see it for themselves. If you have great trading conditions and great customer support with a trusted regulated broker, what more do you need? FNG: Now that you’ve had some time to prioritize, what are the key projects you’re working on now at Tickmill? Nicholas: It’s been busy the last few months. We just ventured back into the crypto space with new crypto assets available to trade. We are also preparing our MT5 launch coming in August and with MT5 will come a new equities offering as well. Outside of CFD’s, we have been working very hard on our exchange traded derivatives offering since January and while it is still relatively early, it’s interesting to see the high level of interest in the futures product. We’ve partnered with the CME group who are the largest player in the futures and options space and their E-mini and micro products are very relevant to our target audience. It’s important we keep listening to our customers and develop new services like private strategy groups that provide value to our customers. FNG: How has it been to both change jobs, and manage, through the COVID pandemic? Nicholas: COVID has definitely complicated things from a relationship building perspective as everyone has been working from home for the most part so really getting to know people has taken more time. I’ve also missed the impromptu nature of being together at an office where you can discuss ideas or sketch out new ideas spontaneously. Team culture is very important to me but it’s hard to maintain virtually. That being said, we do have strong processes in place and operationally things are running well. I’ve been very impressed with the professionalism of our marketing team so this has helped tremendously with the transition. FNG: While Retail FX brokers generally, and Tickmill specifically, had a strong 2020 financially, what effects have you observed on the industry through COVID? Especially in Cyprus, which as a culture and economy is so dependent on packed flights and tourists? Nicholas: As you mentioned, 2020 was actually a very strong year for many brokers so it was in many ways a period of intense growth. We’ve seen many new people discover trading for the 1st time and enter the markets which made a good educational offering even more important by organizing more webinars for example. I think COVID has also shown many companies that working from home is viable and some combination of office and home will be necessary in the future to attract top talent. The offline meetings and events on the other hand were impacted negatively. While most of what we do is digital nowadays, in many places in the world meeting in person is still a necessity to further solidify business relationships. Expo’s and private events were always a great way for us to meet our clients and partners. However I can see light at the end of the tunnel and we will be in Dubai 2 times this year at 2 different expo’s. We have also started organizing small workshops and seminars again, local regulations permitting of course, and you can see clients really appreciating that. FNG: What else can we expect to hear from Tickmill in the coming months? Nicholas: Our updated service offering with equities, crypto’s and MT5 alongside our great trading conditions will be talked about quite a bit in the upcoming weeks and months. We will be working on improving our partnership program which is already pretty great. We’re also very excited to start rolling out our new mobile app soon and last but not least, we are very much looking forward to launching our futures product in more countries in Europe and around the world."
https://news.google.com/rss/articles/CBMidmh0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcmV0YWlsLWZvcmV4L2lnLWdyb3VwLXJlcG9ydHMtc3RlZXAtcmlzZS1pbi1yZXZlbnVlcy1hY3RpdmUtY2xpZW50LW51bWJlcnMtaW4tZnkyMS_SAQA?oc=5,FX News Group,"IG Group reports steep rise in revenues, active client numbers in FY21",7/22/2021,"Electronic trading major IG Group Holdings plc (LON:IGG) has just reported a set of solid results for the financial year ended 31 May 2021. Net trading revenue for FY21 was up 31% year-on-year to £853.4 million (FY20: £649.2 million). Excluding one-time hedging costs associated with the financing of the tastytrade acquisition, adjusted net trading revenue was £861.3 million. Total active clients rose 31% to 313,300 (FY20: 239,600) and new clients onboarded rose 39% to 134,800 (FY20: 96,900). IG now services a substantially larger client base going into FY22. FY21 OTC leveraged revenue was £798.2 million, 29% higher than FY20, reflecting a 22% increase in the number of active OTC leveraged clients and a 6% increase in the average revenue per client. There were 216,300 active OTC leveraged clients in FY21. During the extreme market volatility in Q4 FY20, the Group onboarded a significant number of new clients, many of whom continued to trade throughout FY21. New client acquisition continued to be strong throughout FY21, with an additional 85,100 new active clients onboarded, a 19% increase on FY20. New OTC leveraged clients generated £162.5 million in revenue compared with £125.3 million in FY20, an increase of 30%. Average revenue per client was £3,690, 6% higher than FY20, reflecting an increase in the level of client trading, noting that FY20 was heavily skewed by the significant increase in trading in Q4, whereas average revenue per OTC leveraged client has been steady across each quarter of FY21. Revenue from stock trading and investments was £38.7 million in FY21, up 184% on FY20, reflecting a 63% increase in the number of stock trading clients served by the Group and a 74% increase in the average revenue per client. Throughout FY21 the stock trading client base grew each month driven by a significant and sustained increase in new active clients, with 51,400 onboarded, an increase of 98% on FY20. Revenue from exchange traded derivatives in FY21 was £24.4 million, 33% higher than FY20. Of this, £19.5 million was from Nadex, the Group’s US retail-focused exchange, an increase of 10% on FY20. This was driven by a 28% increase in the number of active clients, with average revenue per client down 14%. Spectrum, the pan-European multilateral trading facility (MTF) which launched in October 2019 (FY20), delivered £4.9 million revenue compared with £0.6 million in FY20. During FY21, 3,800 new clients were onboarded, an increase of 44% on FY20. UK and EU revenue in FY21 was £420.1 million, 28% higher than in FY20. The significant increase in revenue was driven by the 18% increase in the number of active clients trading, the result of good retention of the existing client base and the acquisition of 39,900 new active clients in the period, 17% higher than FY20. The revenue increase was most significant in IG’s retail client segment, driven by record new client acquisition, resulting in an 18% increase in active clients and a 29% increase in the average revenue per client. IG’s professional client segment also saw a 5% increase in active clients and a 2% increase in revenue per client. Revenue from Australia increased by 36% to £119.7 million, benefitting from a 12% increase in the active client base, and a 21% increase in revenue per client. In FY21 we acquired 10,100 new clients, an increase of 9% on FY20. On 29 March 2021, the Australian Securities and Investments Commission (ASIC) leverage restrictions were introduced. The impact on revenue in the last two months of FY21 was in line with expectations. Singapore revenue was £74.5 million, 31% higher than FY20, reflecting a 12% increase in the number of active clients and a 17% increase in revenue per client. Acquisition was strong with 4,300 new clients onboarded, an increase of 5% on FY20. EMEA non-EU revenue, which includes the Group’s offices in Switzerland, Dubai and South Africa, was £56.5 million, 5% higher than FY20, with an 8% increase in active clients and a 3% reduction in revenue per client. Performance in this region, particularly in Switzerland and Dubai, is more concentrated in a small number of higher-value clients, and these markets did not see the same benefit from the increased new client demand and increased client activity as the broader Core Markets businesses. The Board have proposed a final dividend of 30.24 pence per share, which would maintain the Group’s full-year cash dividend for FY21 at 43.2 pence per share as guided previously."
https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcGxhdGZvcm1zL3N0b25leC1wbGFucy1sYXVuY2gtb2YtbmV3LXBsYXRmb3JtLXN0b25leC1vbmUv0gEA?oc=5,FX News Group,StoneX plans launch of new platform StoneX ONE,7/2/2021,"There have been some exciting developments at StoneX Group Inc (NASDAQ:SNEX), the new owner of Forex broker GAIN Capital. StoneX is planning the launch of a new platform. The new solution to be named StoneX ONE aims to provide access to various markets from one integrated website. StoneX ONE promises: ONE place to trade. ONE integrated platform. ONE seamless experience. The company has made the following brief announcement on the matter: “We open markets, now from ONE trading platform. Introducing StoneX ONE, a new platform that allows access to multiple markets from one integrated site. Be the first to know about the future of trading by signing up below”. Speaking of StoneX’s platforms, let’s recall that StoneX Markets LLC, a subsidiary of StoneX Group, has rolled out significant enhancements to its self-service OTC platforms for commodities trading. These enhancements, coupled with its integration into the StoneX Group ecosystem, collectively provides a single, digitized offering from which to fully access, manage and execute futures and options trading offered through the affiliated FCM, StoneX Financial Inc., as well as access to OTC markets offered through StoneX Markets LLC as a counterparty. MyStoneX provides access to the Company’s industry leading Market Intelligence and real time access to futures & options and OTC trades aggregated in one place, as well as the ability to stress test portfolios and model out margin requirements. Additionally, MyStoneX provides an enhanced ability to model out desired risk management strategies and receive automated price indications."
